actorid,address,amount,city,country,lastupdateactor,replacementcost,lastnameactor,customerid,inventoryid,length,rentduration,custompayment,districtaddess,lastnamecustom,countrycustomer
7,,3.99,,,,,,,349,,,44,,,
26,,8.99,,,,,,,349,,,44,,,
63,,6.99,,,,,,,349,,,44,,,
2,,4.99,,,,,,,350,,,44,,,
23,,0.99,,,,,,,350,,,44,,,
25,,6.99,,,,,,,350,,,44,,,
29,,4.99,,,,,,,350,,,44,,,
56,,4.99,,,,,,,350,,,44,,,
66,,2.99,,,,,,,351,,,44,,,
148,,3.99,,,,,,,351,,,44,,,
70,,4.99,,,,,,,351,,,44,,,
122,,6.99,,,,,,,351,,,44,,,
94,,4.99,,,,,,,352,,,44,,,
144,,2.99,,,,,,,352,,,44,,,
186,,4.99,,,,,,,352,,,44,,,
66,,2.99,,,,,,,352,,,45,,,
92,,4.99,,,,,,,352,,,45,,,
106,,2.99,,,,,,,353,,,45,,,
136,,4.99,,,,,,,353,,,45,,,
139,,3.99,,,,,,,353,,,45,,,
41,,0.99,,,,,,,353,,,45,,,
66,,0.99,,,,,,,353,,,45,,,
79,,6.99,,,,,,,354,,,45,,,
129,,7.99,,,,,,,354,,,45,,,
20,,0.99,,,,,,,354,,,45,,,
36,,0.99,,,,,,,354,,,45,,,
62,,2.99,,,,,,,354,,,45,,,
112,,9.99,,,,,,,355,,,45,,,
120,,2.99,,,,,,,355,,,45,,,
153,,3.99,,,,,,,355,,,45,,,
14,,2.99,,,,,,,356,,,45,,,
81,,6.99,,,,,,,356,,,45,,,
143,,8.99,,,,,,,357,,,45,,,
151,,4.99,,,,,,,357,,,45,,,
194,,2.99,,,,,,,357,,,45,,,
40,,3.99,,,,,,,358,,,45,,,
47,,2.99,,,,,,,358,,,45,,,
71,,3.99,,,,,,,359,,,45,,,
104,,4.99,,,,,,,359,,,45,,,
139,,6.99,,,,,,,359,,,45,,,
150,,10.99,,,,,,,360,,,45,,,
181,,7.99,,,,,,,360,,,45,,,
76,,2.99,,,,,,,360,,,46,,,
88,,4.99,,,,,,,360,,,46,,,
123,,2.99,,,,,,,360,,,46,,,
190,,4.99,,,,,,,361,,,46,,,
23,,4.99,,,,,,,361,,,46,,,
58,,0.99,,,,,,,361,,,46,,,
60,,2.99,,,,,,,361,,,46,,,
61,,8.99,,,,,,,362,,,46,,,
173,,4.99,,,,,,,362,,,46,,,
177,,4.99,,,,,,,362,,,46,,,
10,,2.99,,,,,,,363,,,46,,,
15,,4.99,,,,,,,363,,,46,,,
17,,4.99,,,,,,,363,,,46,,,
56,,0.99,,,,,,,363,,,46,,,
69,,3.99,,,,,,,363,,,46,,,
61,,8.99,,,,,,,364,,,46,,,
72,,2.99,,,,,,,364,,,46,,,
114,,2.99,,,,,,,364,,,46,,,
168,,4.99,,,,,,,365,,,46,,,
177,,4.99,,,,,,,365,,,46,,,
186,,5.99,,,,,,,366,,,46,,,
84,,0.99,,,,,,,366,,,46,,,
120,,4.99,,,,,,,367,,,46,,,
122,,2.99,,,,,,,367,,,46,,,
125,,4.99,,,,,,,367,,,46,,,
128,,2.99,,,,,,,367,,,46,,,
176,,4.99,,,,,,,367,,,46,,,
43,,0.99,,,,,,,368,,,46,,,
60,,4.99,,,,,,,368,,,46,,,
78,,6.99,,,,,,,368,,,46,,,
105,,4.99,,,,,,,368,,,46,,,
107,,2.99,,,,,,,368,,,46,,,
143,,0.99,,,,,,,369,,,46,,,
163,,5.99,,,,,,,369,,,46,,,
77,,3.99,,,,,,,369,,,47,,,
14,,4.99,,,,,,,370,,,47,,,
26,,6.99,,,,,,,370,,,47,,,
38,,4.99,,,,,,,371,,,47,,,
59,,6.99,,,,,,,371,,,47,,,
106,,5.99,,,,,,,371,,,47,,,
158,,4.99,,,,,,,371,,,47,,,
168,,5.99,,,,,,,372,,,47,,,
24,,0.99,,,,,,,372,,,47,,,
44,,9.99,,,,,,,372,,,47,,,
58,,0.99,,,,,,,372,,,47,,,
67,,3.99,,,,,,,372,,,47,,,
79,,4.99,,,,,,,373,,,47,,,
82,,6.99,,,,,,,373,,,47,,,
108,,3.99,,,,,,,373,,,47,,,
160,,4.99,,,,,,,373,,,47,,,
12,,0.99,,,,,,,373,,,47,,,
20,,5.99,,,,,,,374,,,47,,,
50,,7.99,,,,,,,374,,,47,,,
58,,7.99,,,,,,,374,,,47,,,
109,,0.99,,,,,,,374,,,47,,,
134,,2.99,,,,,,,375,,,47,,,
136,,0.99,,,,,,,375,,,48,,,
145,,2.99,,,,,,,375,,,48,,,
197,,4.99,,,,,,,375,,,48,,,
34,,9.99,,,,,,,375,,,48,,,
67,,0.99,,,,,,,376,,,48,,,
96,,4.99,,,,,,,376,,,48,,,
156,,2.99,,,,,,,376,,,48,,,
25,,6.99,,,,,,,376,,,48,,,
36,,3.99,,,,,,,377,,,48,,,
48,,2.99,,,,,,,377,,,48,,,
73,,6.99,,,,,,,377,,,48,,,
77,,7.99,,,,,,,377,,,48,,,
95,,7.99,,,,,,,377,,,48,,,
115,,2.99,,,,,,,378,,,48,,,
123,,1.99,,,,,,,378,,,48,,,
115,,2.99,,,,,,,378,,,48,,,
117,,3.99,,,,,,,379,,,48,,,
123,,1.99,,,,,,,379,,,49,,,
124,,3.99,,,,,,,379,,,49,,,
169,,2.99,,,,,,,379,,,49,,,
82,,4.99,,,,,,,379,,,49,,,
83,,0.99,,,,,,,380,,,49,,,
129,,9.99,,,,,,,380,,,49,,,
161,,0.99,,,,,,,380,,,49,,,
50,,6.99,,,,,,,380,,,49,,,
63,,4.99,,,,,,,380,,,49,,,
142,,4.99,,,,,,,381,,,49,,,
152,,0.99,,,,,,,381,,,49,,,
159,,2.99,,,,,,,382,,,49,,,
169,,4.99,,,,,,,382,,,49,,,
2,,6.99,,,,,,,382,,,49,,,
41,,7.99,,,,,,,383,,,49,,,
52,,4.99,,,,,,,383,,,49,,,
63,,4.99,,,,,,,383,,,49,,,
70,,8.99,,,,,,,383,,,49,,,
72,,10.99,,,,,,,384,,,49,,,
83,,0.99,,,,,,,384,,,49,,,
86,,4.99,,,,,,,384,,,49,,,
113,,4.99,,,,,,,384,,,49,,,
129,,0.99,,,,,,,385,,,49,,,
137,,2.99,,,,,,,385,,,49,,,
155,,2.99,,,,,,,385,,,49,,,
197,,5.99,,,,,,,386,,,49,,,
49,,6.99,,,,,,,386,,,49,,,
87,,2.99,,,,,,,386,,,49,,,
99,,4.99,,,,,,,386,,,50,,,
100,,4.99,,,,,,,386,,,50,,,
101,,4.99,,,,,,,387,,,50,,,
125,,4.99,,,,,,,387,,,50,,,
134,,4.99,,,,,,,387,,,50,,,
179,,2.99,,,,,,,387,,,50,,,
10,,4.99,,,,,,,387,,,50,,,
76,,0.99,,,,,,,388,,,50,,,
147,,2.99,,,,,,,388,,,50,,,
33,,2.99,,,,,,,389,,,50,,,
41,,4.99,,,,,,,389,,,50,,,
164,,4.99,,,,,,,389,,,50,,,
176,,9.99,,,,,,,389,,,50,,,
14,,6.99,,,,,,,389,,,50,,,
21,,0.99,,,,,,,390,,,50,,,
37,,8.99,,,,,,,390,,,50,,,
60,,4.99,,,,,,,390,,,50,,,
87,,0.99,,,,,,,390,,,50,,,
165,,0.99,,,,,,,390,,,50,,,
190,,5.99,,,,,,,391,,,50,,,
13,,0.99,,,,,,,391,,,50,,,
23,,4.99,,,,,,,391,,,50,,,
46,,10.99,,,,,,,392,,,50,,,
58,,2.99,,,,,,,392,,,50,,,
89,,0.99,,,,,,,393,,,50,,,
114,,6.99,,,,,,,393,,,50,,,
137,,4.99,,,,,,,393,,,50,,,
147,,7.99,,,,,,,393,,,50,,,
8,,3.99,,,,,,,393,,,50,,,
14,,6.99,,,,,,,394,,,50,,,
68,,7.99,,,,,,,394,,,50,,,
101,,4.99,,,,,,,395,,,50,,,
120,,2.99,,,,,,,395,,,50,,,
166,,6.99,,,,,,,395,,,50,,,
168,,4.99,,,,,,,396,,,50,,,
6,,4.99,,,,,,,396,,,51,,,
24,,4.99,,,,,,,397,,,51,,,
35,,4.99,,,,,,,397,,,51,,,
53,,1.99,,,,,,,397,,,51,,,
67,,0.99,,,,,,,397,,,51,,,
97,,9.99,,,,,,,398,,,51,,,
126,,2.99,,,,,,,398,,,51,,,
136,,5.99,,,,,,,398,,,51,,,
14,,7.99,,,,,,,399,,,51,,,
57,,4.99,,,,,,,399,,,51,,,
113,,5.99,,,,,,,399,,,51,,,
138,,6.99,,,,,,,399,,,51,,,
140,,5.99,,,,,,,399,,,51,,,
180,,4.99,,,,,,,400,,,51,,,
197,,0.99,,,,,,,400,,,51,,,
28,,0.99,,,,,,,400,,,51,,,
104,,0.99,,,,,,,401,,,51,,,
30,,4.99,,,,,,,401,,,51,,,
37,,2.99,,,,,,,402,,,51,,,
78,,0.99,,,,,,,402,,,51,,,
80,,2.99,,,,,,,402,,,51,,,
81,,4.99,,,,,,,402,,,51,,,
124,,6.99,,,,,,,403,,,51,,,
144,,0.99,,,,,,,403,,,51,,,
77,,4.99,,,,,,,403,,,51,,,
78,,2.99,,,,,,,403,,,51,,,
139,,2.99,,,,,,,403,,,51,,,
30,,0.99,,,,,,,404,,,51,,,
60,,2.99,,,,,,,404,,,51,,,
79,,6.99,,,,,,,404,,,51,,,
80,,4.99,,,,,,,405,,,51,,,
90,,4.99,,,,,,,405,,,51,,,
136,,4.99,,,,,,,406,,,51,,,
139,,0.99,,,,,,,406,,,52,,,
156,,4.99,,,,,,,406,,,52,,,
198,,0.99,,,,,,,407,,,52,,,
8,,2.99,,,,,,,407,,,52,,,
28,,4.99,,,,,,,407,,,52,,,
74,,1.99,,,,,,,407,,,52,,,
83,,0.99,,,,,,,407,,,52,,,
101,,3.99,,,,,,,408,,,52,,,
124,,2.99,,,,,,,408,,,52,,,
126,,7.99,,,,,,,409,,,52,,,
137,,0.99,,,,,,,409,,,52,,,
156,,5.99,,,,,,,409,,,52,,,
198,,4.99,,,,,,,409,,,52,,,
78,,4.99,,,,,,,410,,,52,,,
185,,4.99,,,,,,,410,,,52,,,
19,,3.99,,,,,,,411,,,52,,,
89,,4.99,,,,,,,411,,,52,,,
123,,0.99,,,,,,,412,,,52,,,
139,,0.99,,,,,,,412,,,52,,,
189,,0.99,,,,,,,412,,,52,,,
16,,3.99,,,,,,,413,,,52,,,
48,,2.99,,,,,,,413,,,52,,,
57,,0.99,,,,,,,414,,,52,,,
79,,5.99,,,,,,,414,,,52,,,
81,,2.99,,,,,,,414,,,52,,,
160,,5.99,,,,,,,415,,,52,,,
18,,6.99,,,,,,,415,,,52,,,
53,,5.99,,,,,,,415,,,52,,,
81,,4.99,,,,,,,416,,,52,,,
83,,3.99,,,,,,,416,,,53,,,
102,,2.99,,,,,,,416,,,53,,,
137,,0.99,,,,,,,417,,,53,,,
16,,5.99,,,,,,,417,,,53,,,
20,,9.99,,,,,,,417,,,53,,,
79,,2.99,,,,,,,417,,,53,,,
135,,0.99,,,,,,,418,,,53,,,
161,,2.99,,,,,,,418,,,53,,,
94,,2.99,,,,,,,418,,,53,,,
133,,2.99,,,,,,,418,,,53,,,
150,,0.99,,,,,,,419,,,53,,,
16,,2.99,,,,,,,419,,,53,,,
103,,4.99,,,,,,,419,,,53,,,
136,,2.99,,,,,,,420,,,53,,,
62,,2.99,,,,,,,420,,,53,,,
144,,4.99,,,,,,,421,,,53,,,
189,,4.99,,,,,,,421,,,53,,,
27,,7.99,,,,,,,421,,,53,,,
29,,3.99,,,,,,,421,,,53,,,
44,,5.99,,,,,,,422,,,53,,,
47,,2.99,,,,,,,422,,,53,,,
117,,5.99,,,,,,,423,,,53,,,
171,,2.99,,,,,,,423,,,53,,,
178,,2.99,,,,,,,424,,,53,,,
20,,0.99,,,,,,,424,,,53,,,
38,,5.99,,,,,,,424,,,53,,,
50,,4.99,,,,,,,424,,,53,,,
154,,0.99,,,,,,,424,,,53,,,
162,,7.98,,,,,,,425,,,53,,,
15,,0,,,,,,,425,,,53,,,
73,,4.99,,,,,,,425,,,54,,,
94,,4.99,,,,,,,425,,,54,,,
101,,3.99,,,,,,,425,,,54,,,
160,,4.99,,,,,,,426,,,54,,,
43,,2.99,,,,,,,426,,,54,,,
65,,6.99,,,,,,,427,,,54,,,
154,,4.99,,,,,,,427,,,54,,,
196,,4.99,,,,,,,427,,,54,,,
1,,1.99,,,,,,,428,,,54,,,
24,,2.99,,,,,,,428,,,54,,,
37,,2.99,,,,,,,428,,,54,,,
107,,7.99,,,,,,,428,,,54,,,
115,,2.99,,,,,,,429,,,54,,,
63,,0.99,,,,,,,429,,,54,,,
108,,4.99,,,,,,,430,,,54,,,
134,,5.99,,,,,,,430,,,54,,,
146,,5.99,,,,,,,430,,,54,,,
190,,4.99,,,,,,,431,,,54,,,
18,,4.99,,,,,,,431,,,54,,,
83,,2.99,,,,,,,431,,,54,,,
162,,2.99,,,,,,,431,,,54,,,
15,,5.99,,,,,,,431,,,54,,,
16,,4.99,,,,,,,432,,,54,,,
17,,0.99,,,,,,,432,,,54,,,
18,,2.99,,,,,,,432,,,54,,,
64,,0.99,,,,,,,433,,,54,,,
80,,4.99,,,,,,,433,,,54,,,
93,,10.99,,,,,,,433,,,54,,,
105,,4.99,,,,,,,434,,,54,,,
133,,4.99,,,,,,,434,,,55,,,
11,,9.99,,,,,,,434,,,55,,,
21,,0.99,,,,,,,434,,,55,,,
83,,2.99,,,,,,,434,,,55,,,
84,,2.99,,,,,,,435,,,55,,,
109,,2.99,,,,,,,435,,,55,,,
161,,4.99,,,,,,,435,,,55,,,
29,,4.99,,,,,,,435,,,55,,,
49,,4.99,,,,,,,435,,,55,,,
139,,7.99,,,,,,,436,,,55,,,
154,,4.99,,,,,,,436,,,55,,,
11,,6.99,,,,,,,436,,,55,,,
36,,2.99,,,,,,,437,,,55,,,
66,,5.99,,,,,,,437,,,55,,,
105,,2.99,,,,,,,438,,,55,,,
163,,1.99,,,,,,,438,,,55,,,
14,,4.99,,,,,,,438,,,55,,,
121,,4.99,,,,,,,439,,,55,,,
139,,1.99,,,,,,,439,,,55,,,
196,,6.99,,,,,,,439,,,55,,,
53,,2.99,,,,,,,440,,,55,,,
54,,4.99,,,,,,,440,,,55,,,
103,,3.99,,,,,,,440,,,56,,,
150,,5.99,,,,,,,441,,,56,,,
156,,2.99,,,,,,,441,,,56,,,
5,,6.99,,,,,,,441,,,56,,,
30,,6.99,,,,,,,441,,,56,,,
72,,0.99,,,,,,,441,,,56,,,
123,,4.99,,,,,,,442,,,56,,,
127,,0.99,,,,,,,442,,,56,,,
133,,7.99,,,,,,,442,,,56,,,
165,,2.99,,,,,,,442,,,56,,,
181,,3.99,,,,,,,443,,,56,,,
185,,4.99,,,,,,,443,,,56,,,
16,,4.99,,,,,,,443,,,56,,,
28,,2.99,,,,,,,443,,,56,,,
48,,7.99,,,,,,,443,,,56,,,
104,,0.99,,,,,,,444,,,56,,,
5,,0.99,,,,,,,444,,,56,,,
50,,6.99,,,,,,,444,,,56,,,
126,,0.99,,,,,,,444,,,56,,,
136,,4.99,,,,,,,445,,,56,,,
3,,5.99,,,,,,,445,,,56,,,
101,,4.99,,,,,,,445,,,56,,,
124,,1.99,,,,,,,446,,,56,,,
169,,4.99,,,,,,,446,,,56,,,
177,,8.99,,,,,,,446,,,56,,,
188,,5.99,,,,,,,447,,,56,,,
39,,3.99,,,,,,,447,,,56,,,
70,,0.99,,,,,,,447,,,56,,,
82,,7.99,,,,,,,447,,,56,,,
84,,4.99,,,,,,,448,,,56,,,
85,,9.99,,,,,,,448,,,57,,,
22,,4.99,,,,,,,448,,,57,,,
64,,5.99,,,,,,,448,,,57,,,
144,,0.99,,,,,,,449,,,57,,,
157,,4.99,,,,,,,449,,,57,,,
179,,7.99,,,,,,,449,,,57,,,
193,,0.99,,,,,,,450,,,57,,,
7,,4.99,,,,,,,450,,,57,,,
14,,4.99,,,,,,,450,,,57,,,
30,,4.99,,,,,,,451,,,57,,,
54,,0.99,,,,,,,451,,,57,,,
69,,2.99,,,,,,,451,,,57,,,
107,,4.99,,,,,,,451,,,57,,,
110,,1.99,,,,,,,451,,,57,,,
113,,4.99,,,,,,,452,,,57,,,
39,,5.99,,,,,,,452,,,57,,,
144,,0.99,,,,,,,452,,,57,,,
145,,0.99,,,,,,,452,,,57,,,
158,,1.99,,,,,,,452,,,57,,,
191,,0.99,,,,,,,453,,,57,,,
22,,2.99,,,,,,,453,,,57,,,
95,,4.99,,,,,,,453,,,57,,,
167,,5.99,,,,,,,454,,,57,,,
48,,0.99,,,,,,,454,,,57,,,
59,,0.99,,,,,,,455,,,57,,,
62,,9.99,,,,,,,455,,,57,,,
147,,0.99,,,,,,,456,,,57,,,
29,,9.99,,,,,,,456,,,57,,,
46,,0.99,,,,,,,456,,,58,,,
68,,7.99,,,,,,,456,,,58,,,
72,,0.99,,,,,,,457,,,58,,,
85,,4.99,,,,,,,457,,,58,,,
146,,0.99,,,,,,,457,,,58,,,
171,,0.99,,,,,,,457,,,58,,,
191,,4.99,,,,,,,458,,,58,,,
60,,4.99,,,,,,,458,,,58,,,
85,,1.99,,,,,,,458,,,58,,,
98,,9.99,,,,,,,458,,,58,,,
121,,4.99,,,,,,,458,,,58,,,
156,,0.99,,,,,,,459,,,58,,,
166,,2.99,,,,,,,459,,,58,,,
187,,2.99,,,,,,,459,,,58,,,
56,,4.99,,,,,,,460,,,58,,,
117,,4.99,,,,,,,460,,,58,,,
147,,0.99,,,,,,,460,,,58,,,
174,,6.99,,,,,,,460,,,58,,,
195,,8.99,,,,,,,460,,,58,,,
31,,6.99,,,,,,,461,,,58,,,
60,,3.99,,,,,,,461,,,58,,,
79,,2.99,,,,,,,461,,,58,,,
128,,4.99,,,,,,,461,,,58,,,
154,,5.99,,,,,,,461,,,58,,,
170,,6.99,,,,,,,462,,,58,,,
66,,4.99,,,,,,,462,,,58,,,
69,,0.99,,,,,,,462,,,58,,,
122,,4.99,,,,,,,462,,,59,,,
136,,2.99,,,,,,,463,,,59,,,
30,,5.99,,,,,,,463,,,59,,,
54,,2.99,,,,,,,463,,,59,,,
75,,3.99,,,,,,,463,,,59,,,
78,,3.99,,,,,,,464,,,59,,,
95,,2.99,,,,,,,464,,,59,,,
156,,4.99,,,,,,,465,,,59,,,
169,,4.99,,,,,,,465,,,59,,,
181,,3.99,,,,,,,465,,,59,,,
182,,8.99,,,,,,,466,,,59,,,
108,,3.99,,,,,,,466,,,59,,,
115,,4.99,,,,,,,466,,,59,,,
172,,4.99,,,,,,,466,,,59,,,
50,,4.99,,,,,,,466,,,59,,,
86,,8.99,,,,,,,467,,,59,,,
90,,6.99,,,,,,,467,,,59,,,
155,,4.99,,,,,,,467,,,59,,,
157,,5.99,,,,,,,467,,,59,,,
163,,2.99,,,,,,,468,,,59,,,
176,,2.99,,,,,,,468,,,59,,,
196,,4.99,,,,,,,468,,,59,,,
198,,5.99,,,,,,,468,,,59,,,
70,,5.99,,,,,,,468,,,59,,,
81,,5.99,,,,,,,469,,,59,,,
88,,4.99,,,,,,,469,,,59,,,
137,,2.99,,,,,,,469,,,59,,,
163,,4.99,,,,,,,469,,,60,,,
33,,1.99,,,,,,,469,,,60,,,
41,,2.99,,,,,,,470,,,60,,,
65,,4.99,,,,,,,470,,,60,,,
114,,4.99,,,,,,,470,,,60,,,
147,,2.99,,,,,,,470,,,60,,,
168,,2.99,,,,,,,470,,,60,,,
33,,5.99,,,,,,,471,,,60,,,
50,,0.99,,,,,,,471,,,60,,,
58,,3.99,,,,,,,471,,,60,,,
69,,0.99,,,,,,,471,,,60,,,
82,,4.99,,,,,,,471,,,60,,,
89,,4.99,,,,,,,472,,,60,,,
124,,0.99,,,,,,,472,,,60,,,
150,,4.99,,,,,,,473,,,60,,,
166,,8.99,,,,,,,473,,,60,,,
53,,1.99,,,,,,,473,,,60,,,
55,,7.99,,,,,,,473,,,60,,,
56,,2.99,,,,,,,473,,,60,,,
61,,2.99,,,,,,,474,,,60,,,
64,,5.99,,,,,,,474,,,60,,,
122,,0.99,,,,,,,474,,,60,,,
163,,2.99,,,,,,,474,,,60,,,
31,,9.98,,,,,,,475,,,60,,,
32,,0,,,,,,,475,,,60,,,
42,,0.99,,,,,,,476,,,61,,,
104,,7.99,,,,,,,476,,,61,,,
198,,1.99,,,,,,,476,,,61,,,
17,,6.99,,,,,,,477,,,61,,,
147,,4.99,,,,,,,477,,,61,,,
190,,3.99,,,,,,,478,,,61,,,
25,,6.99,,,,,,,478,,,61,,,
29,,0.99,,,,,,,478,,,61,,,
118,,2.99,,,,,,,478,,,61,,,
132,,9.99,,,,,,,479,,,61,,,
178,,0.99,,,,,,,479,,,61,,,
181,,0.99,,,,,,,479,,,61,,,
188,,6.99,,,,,,,480,,,61,,,
198,,1.99,,,,,,,480,,,61,,,
32,,0.99,,,,,,,480,,,62,,,
48,,4.99,,,,,,,480,,,62,,,
84,,6.99,,,,,,,481,,,62,,,
87,,0.99,,,,,,,481,,,62,,,
95,,0.99,,,,,,,481,,,62,,,
97,,4.99,,,,,,,481,,,62,,,
112,,5.99,,,,,,,482,,,62,,,
124,,0.99,,,,,,,482,,,62,,,
128,,3.99,,,,,,,482,,,62,,,
144,,2.99,,,,,,,483,,,62,,,
155,,4.99,,,,,,,483,,,62,,,
17,,2.99,,,,,,,483,,,62,,,
104,,4.99,,,,,,,484,,,62,,,
173,,0.99,,,,,,,484,,,62,,,
183,,2.99,,,,,,,485,,,62,,,
2,,5.99,,,,,,,485,,,62,,,
146,,0.99,,,,,,,485,,,62,,,
154,,8.99,,,,,,,485,,,62,,,
48,,1.99,,,,,,,485,,,62,,,
68,,2.99,,,,,,,486,,,62,,,
103,,4.99,,,,,,,486,,,62,,,
105,,6.99,,,,,,,486,,,62,,,
189,,0.99,,,,,,,487,,,62,,,
5,,0.99,,,,,,,487,,,63,,,
58,,8.99,,,,,,,487,,,63,,,
82,,4.99,,,,,,,487,,,63,,,
117,,6.99,,,,,,,487,,,63,,,
143,,4.99,,,,,,,488,,,63,,,
37,,4.99,,,,,,,488,,,63,,,
57,,3.99,,,,,,,488,,,63,,,
71,,8.99,,,,,,,489,,,63,,,
84,,5.99,,,,,,,489,,,63,,,
126,,0.99,,,,,,,490,,,63,,,
30,,4.99,,,,,,,490,,,63,,,
103,,3.99,,,,,,,490,,,63,,,
147,,0.99,,,,,,,490,,,63,,,
152,,2.99,,,,,,,491,,,63,,,
171,,0.99,,,,,,,491,,,63,,,
46,,6.99,,,,,,,491,,,63,,,
167,,4.99,,,,,,,491,,,63,,,
39,,2.99,,,,,,,491,,,63,,,
42,,0.99,,,,,,,492,,,63,,,
55,,7.99,,,,,,,492,,,63,,,
94,,0.99,,,,,,,492,,,63,,,
96,,8.99,,,,,,,493,,,63,,,
131,,3.99,,,,,,,493,,,63,,,
135,,5.99,,,,,,,493,,,63,,,
146,,2.99,,,,,,,493,,,63,,,
176,,4.99,,,,,,,494,,,64,,,
2,,0.99,,,,,,,494,,,64,,,
8,,2.99,,,,,,,494,,,64,,,
18,,0.99,,,,,,,495,,,64,,,
21,,2.99,,,,,,,495,,,64,,,
30,,0.99,,,,,,,495,,,64,,,
74,,4.99,,,,,,,495,,,64,,,
157,,1.99,,,,,,,495,,,64,,,
44,,5.99,,,,,,,496,,,64,,,
73,,5.99,,,,,,,496,,,64,,,
94,,3.99,,,,,,,496,,,64,,,
99,,2.99,,,,,,,497,,,64,,,
112,,0.99,,,,,,,497,,,64,,,
113,,2.99,,,,,,,497,,,64,,,
124,,0.99,,,,,,,497,,,64,,,
170,,1.99,,,,,,,497,,,64,,,
188,,0.99,,,,,,,498,,,64,,,
125,,0.99,,,,,,,498,,,64,,,
164,,2.99,,,,,,,498,,,64,,,
182,,1.99,,,,,,,499,,,64,,,
196,,4.99,,,,,,,499,,,64,,,
68,,2.99,,,,,,,499,,,64,,,
72,,6.99,,,,,,,500,,,64,,,
93,,3.99,,,,,,,500,,,64,,,
99,,0.99,,,,,,,500,,,64,,,
111,,4.99,,,,,,,500,,,64,,,
15,,4.99,,,,,,,500,,,64,,,
40,,0.99,,,,,,,501,,,64,,,
102,,2.99,,,,,,,501,,,64,,,
128,,0.99,,,,,,,501,,,64,,,
130,,5.99,,,,,,,502,,,64,,,
157,,0.99,,,,,,,502,,,64,,,
166,,4.99,,,,,,,502,,,64,,,
169,,4.99,,,,,,,503,,,65,,,
26,,0.99,,,,,,,503,,,65,,,
50,,7.99,,,,,,,503,,,65,,,
142,,4.99,,,,,,,503,,,65,,,
3,,4.99,,,,,,,503,,,65,,,
26,,4.99,,,,,,,504,,,65,,,
95,,3.99,,,,,,,504,,,65,,,
102,,3.99,,,,,,,505,,,65,,,
198,,0.99,,,,,,,505,,,65,,,
43,,6.99,,,,,,,506,,,65,,,
45,,1.99,,,,,,,506,,,65,,,
90,,5.99,,,,,,,506,,,65,,,
68,,3.99,,,,,,,506,,,65,,,
72,,5.99,,,,,,,507,,,65,,,
86,,8.99,,,,,,,507,,,65,,,
81,,4.99,,,,,,,508,,,65,,,
152,,2.99,,,,,,,508,,,65,,,
42,,7.99,,,,,,,509,,,65,,,
103,,6.99,,,,,,,509,,,65,,,
105,,0.99,,,,,,,510,,,65,,,
127,,6.99,,,,,,,510,,,65,,,
147,,0.99,,,,,,,510,,,65,,,
27,,4.99,,,,,,,511,,,66,,,
60,,2.99,,,,,,,511,,,66,,,
102,,2.99,,,,,,,511,,,66,,,
24,,4.99,,,,,,,511,,,66,,,
29,,2.99,,,,,,,511,,,66,,,
38,,4.99,,,,,,,512,,,66,,,
64,,3.99,,,,,,,512,,,66,,,
91,,6.99,,,,,,,512,,,66,,,
3,,4.99,,,,,,,512,,,66,,,
34,,2.99,,,,,,,513,,,66,,,
41,,2.99,,,,,,,513,,,66,,,
116,,4.99,,,,,,,513,,,66,,,
128,,6.99,,,,,,,513,,,66,,,
168,,5.99,,,,,,,514,,,66,,,
184,,0.99,,,,,,,514,,,66,,,
13,,8.99,,,,,,,514,,,66,,,
62,,5.99,,,,,,,515,,,66,,,
85,,3.99,,,,,,,515,,,66,,,
94,,2.99,,,,,,,515,,,66,,,
117,,2.99,,,,,,,515,,,66,,,
38,,5.99,,,,,,,515,,,66,,,
65,,0.99,,,,,,,516,,,66,,,
92,,5.99,,,,,,,516,,,66,,,
107,,2.99,,,,,,,516,,,66,,,
116,,5.99,,,,,,,517,,,66,,,
121,,0.99,,,,,,,517,,,66,,,
125,,0.99,,,,,,,517,,,66,,,
133,,2.99,,,,,,,517,,,66,,,
188,,2.99,,,,,,,518,,,66,,,
83,,6.99,,,,,,,518,,,66,,,
93,,2.99,,,,,,,518,,,66,,,
114,,0.99,,,,,,,518,,,66,,,
143,,4.99,,,,,,,519,,,66,,,
149,,8.99,,,,,,,519,,,66,,,
167,,9.99,,,,,,,520,,,67,,,
5,,2.99,,,,,,,520,,,67,,,
26,,3.99,,,,,,,521,,,67,,,
55,,3.99,,,,,,,521,,,67,,,
57,,0.99,,,,,,,522,,,67,,,
83,,4.99,,,,,,,522,,,67,,,
161,,4.99,,,,,,,522,,,67,,,
3,,2.99,,,,,,,522,,,67,,,
52,,2.99,,,,,,,522,,,67,,,
80,,2.99,,,,,,,523,,,67,,,
134,,5.99,,,,,,,523,,,67,,,
141,,0.99,,,,,,,523,,,67,,,
147,,1.99,,,,,,,523,,,67,,,
167,,7.99,,,,,,,524,,,67,,,
15,,8.99,,,,,,,524,,,67,,,
29,,8.99,,,,,,,525,,,67,,,
66,,4.99,,,,,,,525,,,67,,,
80,,2.99,,,,,,,526,,,67,,,
89,,4.99,,,,,,,526,,,67,,,
97,,2.99,,,,,,,527,,,67,,,
133,,4.99,,,,,,,527,,,67,,,
148,,2.99,,,,,,,527,,,67,,,
151,,5.99,,,,,,,528,,,68,,,
159,,8.99,,,,,,,528,,,68,,,
